158 S:אַךְ
158 S:אָבִיו
157 S:בְּנֵֽי
154 S:מֵאֶרֶץ
154 S:לְבֵית
153 S:יָדוֹ
153 S:הָיוּ
152 S:סָבִיב
152 S:דֶּרֶךְ
152 S:דְּבַר
150 S:וַיִּתֵּן
150 S:בֵּין
148 S:מוֹאָב
147 S:רַבִּים
147 S:אֲלֵיהֶם
146 S:רֹאשׁ
146 S:אֲדֹנִי
145 S:הַכֹּהֲנִים
144 S:שְׁנֵי
144 S:נַפְשִׁי
144 S:הֽוּא
142 S:שֵׁם
142 S:אֵשׁ
142 S:אֱלֹהֵינוּ
140 S:מִמֶּנּוּ
140 S:אֶֽל
139 S:עַתָּה
139 S:בְּעֵינֵי
138 S:עוֹלָם
138 S:אִשָּׁה
138 S:אַחַת
137 S:עָלֶיהָ
136 S:עָלַי
135 S:וְאִישׁ
134 S:גָּדוֹל
133 S:וַיֵּצֵא
133 S:אַבְרָהָם
132 S:לִּי
131 S:עַֽל
131 S:עִיר
131 S:וַיַּרְא
131 S:הַמִּזְבֵּחַ
131 S:הֲלוֹא
131 S:הַדְּבָרִים
130 S:קֹדֶשׁ
130 S:וְכֹל
130 S:הַלְוִיִּם
128 S:אִתּוֹ
127 S:עֶשְׂרֵה
126 S:שָׂרֵי
126 S:כֶּסֶף
125 S:שֶׁבַע
125 S:וְאַל
124 S:לֽוֹ
124 S:הַיָּם
123 S:הַיַּרְדֵּן
123 S:בְּנוֹ
123 S:אֲלֵהֶם
122 S:מִכָּל
122 S:יְמֵי
122 S:אֲרוֹן
121 S:עִמּוֹ
121 S:מַלְכָּא
121 S:לְעוֹלָם
121 S:בָּאָרֶץ
120 S:שְׁמוֹ
120 S:רַב
120 S:הַמָּקוֹם
119 S:עָשׂוּ
119 S:יִֽהְיֶה
119 S:וּבֵין
119 S:דָוִד
119 S:אָז
118 S:מוֹעֵד
118 S:מָה
118 S:יִרְמְיָהוּ
118 S:יוֹאָב
118 S:חֶרֶב
118 S:וְאָמַרְתָּ
118 S:הַמֶּֽלֶךְ
117 S:דְבַר
116 S:שְׁמוּאֵל
116 S:לָמָּה
116 S:הַשָּׂדֶה
115 S:מֵאֵת
115 S:הַר
112 S:הַנָּבִיא
112 S:בָּנָיו
112 S:בָּהּ
112 S:בְּבֵית
112 S:אַשּׁוּר
111 S:יֹשְׁבֵי
111 S:אֲלָפִים
111 S:אֹהֶל
110 S:עָלֶיךָ
110 S:נָתַתִּי
110 S:וְהָיוּ
110 S:בְּרִית
110 S:אָבִי
109 S:פֶּן
109 S:כֵן
109 S:וַיַּעַן
109 S:וַיַּעַל
108 S:רָעָה
108 S:נֶפֶשׁ
108 S:דָּבָר
108 S:אֹתָהּ
107 S:וַיָּקָם
106 S:שִׁבְעַת
106 S:רַק
106 S:וּמִן
106 S:וְאֵלֶּה
106 S:אֶפְרַיִם
106 S:אֲנָשִׁים
105 S:שָׁמָּה
105 S:מְנַשֶּׁה
105 S:מַלְכֵי
105 S:הֲלֹא
104 S:שָׁנִים
103 S:פֶּתַח
103 S:לְדָוִד
103 S:הִוא
103 S:בְנֵי
103 S:אֲרָם
102 S:שְׁלֹשִׁים
102 S:צַדִּיק
102 S:וַֽיְהִי
102 S:הַיָּמִים
101 S:שַׁעַר
101 S:רְשָׁעִים
101 S:פִּי
101 S:יִתֵּן
101 S:וַאֲשֶׁר
100 S:מִיַּד
100 S:יַד
100 S:חַי
99 S:שֵׁשׁ
99 S:מִשָּׁם
99 S:מָלַךְ
99 S:מִכֹּל
98 S:עֵץ
98 S:עַבְדְּךָ
98 S:מִצְרָיִם
98 S:יַעֲשֶׂה
98 S:הֵן
97 S:לְפָנֶיךָ
96 S:יַעַן
96 S:חֲמִשִּׁים
96 S:וְנָתַתִּי
96 S:וַיֹּאמַר
95 S:פְּלִשְׁתִּים
95 S:סֵפֶר
95 S:מִצְרָֽיִם
95 S:לָֽךְ
95 S:בֵּֽית
94 S:עָרֵי
94 S:וַיֵּשֶׁב
93 S:מֵאָה
93 S:הַקֹּדֶשׁ
93 S:הָאֲנָשִׁים
93 S:אַרְבָּעִים
92 S:שָׁלוֹם
92 S:גְּבוּל
92 S:אַרְבַּע
91 S:שְׁתֵּי
91 S:שִׁמְעוּ
91 S:צִיּוֹן
91 S:לַחֹדֶשׁ
90 S:עֲבָדָיו
90 S:וְעָשִׂיתָ
90 S:בָּנִים
90 S:בִּי
90 S:בוֹ
89 S:עֲלֵיכֶם
89 S:מְאֹֽד
89 S:לְפָנָיו
89 S:חֲמִשָּׁה
89 S:וְשֵׁם
89 S:אָבִיךָ
88 S:מִבֵּית
88 S:יְהוּדָֽה
88 S:הָיְתָה
87 S:רָשָׁע
86 S:רָאִיתִי
86 S:וַתְּהִי
86 S:וַיִּשְׁמַע
85 S:מַעֲשֵׂה
85 S:וְעֶשְׂרִים
85 S:וָאֹמַר
85 S:הוֹלִיד
85 S:דִּֽי
85 S:גּוֹיִם
85 S:בָּאוּ
84 S:תַּעֲשֶׂה
84 S:עַמּוֹן
84 S:לַמֶּלֶךְ
84 S:כְּכֹל
84 S:יָבוֹא
84 S:וַיָּמָת
84 S:בְּכֹל
83 S:שַׂר
83 S:נֹתֵן
83 S:וַיָּשֶׂם
82 S:פְלִשְׁתִּים
82 S:לָלֶכֶת
82 S:לּוֹ
82 S:יָדַעְתִּי
82 S:הַגָּדוֹל
82 S:בַּמִּדְבָּר
81 S:מִשְׁפַּחַת
81 S:לֵךְ
81 S:וַיָּשָׁב
81 S:וַיִּמְלֹךְ
81 S:בְּיִשְׂרָאֵל
81 S:אָנִי
80 S:רָע
80 S:לִֽי
80 S:בֵּיתוֹ
79 S:שָׁמַיִם
79 S:שָֽׁם
79 S:שְׁלֹשָׁה
79 S:עַמּוֹ
79 S:מֵהֶם
79 S:לְכֹל
79 S:וַיֵּלְכוּ
79 S:אַחְאָב
78 S:שְׁנַיִם
78 S:עָרִים
78 S:לְבִלְתִּי
78 S:כְּלֵי
78 S:יָרָבְעָם
78 S:בָּהֶם
78 S:אֵשֶׁת
77 S:עֵשָׂו
77 S:מִשְׁפָּט
77 S:וּבְכָל
77 S:בָהּ
76 S:מִלְחָמָה
76 S:בֵּן
76 S:אֹתִי
75 S:רָאשֵׁי
75 S:מִֽי
75 S:וְאָמַר
75 S:הָהָר
75 S:אֲנַחְנוּ
74 S:רֵעֵהוּ
74 S:פָּנָיו
74 S:עָלֵינוּ
74 S:עוֹלָֽם
74 S:לֵּאמֹֽר
74 S:יִצְחָק
74 S:הָאָדָם
74 S:בִּשְׁנַת
74 S:אָחִיו
73 S:עַמִּים
73 S:לָתֵת
73 S:לַיהוָֽה
73 S:יַחְדָּו
73 S:וְהָיְתָה
73 S:בְּנִי
72 S:עָשִׂיתִי
72 S:יְרוּשָׁלִָֽם
72 S:חִזְקִיָּהוּ
72 S:וַיַּךְ
72 S:בָּרוּךְ
72 S:בַּבֹּקֶר
72 S:אָמַרְתִּי
72 S:אֵלֶיהָ
72 S:אֱלֹהֵיכֶם
72 S:אֶחָֽד
71 S:נָּא
71 S:מִבְּנֵי
71 S:לִבִּי
71 S:יָדִי
71 S:בְּקוֹל
71 S:אַמּוֹת
70 S:מוֹת
70 S:לָכֶֽם
70 S:אַמָּה
69 S:מֹשֶֽׁה
69 S:מִזְבַּח
69 S:וְאַתֶּם
69 S:הַצֹּאן
68 S:שְׁלֹשֶׁת
68 S:עָלַיִךְ
68 S:נַפְשׁוֹ
68 S:לָבוֹא
68 S:יִהְיוּ
68 S:חַיִּים
67 S:שָׁלַח
67 S:יָם
67 S:הַכֶּסֶף
67 S:בְּהַר
67 S:בָּאֵשׁ
67 S:אִמּוֹ
67 S:אַֽל
67 S:אַבְשָׁלוֹם
67 S:אֲבִי
66 S:עֹשֶׂה
66 S:יוֹשֵׁב
66 S:חֶסֶד
66 S:חַיִל
66 S:הַשְּׁבִיעִי
66 S:הַמַּיִם
66 S:בָּקָר
66 S:אֲחֵרִים
66 S:אֶחָיו
66 S:אֱדוֹם
65 S:שְׁנֵים
65 S:שִׁבְעִים
65 S:כֻּלָּם
65 S:כֹה
65 S:חֵן
65 S:חָכְמָה
65 S:הַמִּשְׁכָּן
65 S:בְנוֹ
64 S:רְאוּבֵן
64 S:מִמֶּנִּי
64 S:וּבֵית
64 S:הַשֵּׁנִי
64 S:אֶתֵּן
64 S:אִֽישׁ
63 S:צֹאן
63 S:עֵת
63 S:וַֽיַּחֲנוּ
63 S:הָרָעָה
63 S:הָרַע
63 S:הַנַּעַר
63 S:הַמִּלְחָמָה
63 S:הָאִשָּׁה
63 S:הָאֶחָד
63 S:דַּבֵּר
63 S:גַם
62 S:עָשִׂיתָ
62 S:עַבְדֵי
62 S:סֶֽלָה
62 S:וַיִּהְיוּ
62 S:הַהִיא
62 S:בָּשָׂר
62 S:אָרֶץ
62 S:אַרְבָּעָה
62 S:אֲבֹתָיו
61 S:שָׁמַע
61 S:שְׁלֹשׁ
61 S:עָלָה
61 S:מַדּוּעַ
61 S:לְכוּ
61 S:וַתֵּלֶד
61 S:הַדָּם
61 S:הָאֲדָמָה
60 S:צֶדֶק
60 S:לָהֶֽם
60 S:לָא
60 S:זִקְנֵי
60 S:וַיִּסְעוּ
60 S:הָעָֽם
60 S:בָּעֵת
60 S:אֵֽין
60 S:אֶבֶן
59 S:קַח
59 S:עֲבָדֶיךָ
59 S:לְמִשְׁפְּחֹתָם
59 S:לְמֶלֶךְ
59 S:יֹשֵׁב
59 S:יְהוִֽה
59 S:בָּם
59 S:בּֽוֹ
59 S:אִשְׁתּוֹ
59 S:אֱלֹהִֽים
58 S:עֲצֵי
58 S:עַמְּךָ
58 S:לַמִּלְחָמָה
58 S:לְאִישׁ
58 S:זֶבַח
58 S:וְאָנֹכִי
58 S:בַּל
57 S:תִּהְיֶה
57 S:נְחֹשֶׁת
57 S:מֵת
57 S:מַטֵּה
57 S:יְהוֹשָׁפָט
57 S:יָבֹא
57 S:זֶרַע
57 S:הֵנָּה
57 S:הַזָּהָב
57 S:הָֽאֱלֹהִים
56 S:רֹאשׁוֹ
56 S:מִתּוֹךְ
56 S:מִחוּץ
56 S:מִזֶּה
56 S:וְעָשָׂה
56 S:וְנָתַן
56 S:וְיֶתֶר
56 S:וַיִּבֶן
56 S:הָעֵדָה
56 S:בְּשֵׁם
56 S:בָא
56 S:אֶלְעָזָר
56 S:אֱלֹהַי
55 S:שֵׁבֶט
55 S:סָבִֽיב
55 S:מַלְאַךְ
55 S:לַמְנַצֵּחַ
55 S:לָבָן
55 S:לִבּוֹ
55 S:יֵשׁ
55 S:וּמִי
55 S:וַֽיהוָה
55 S:הַכֹּל
55 S:בֵית
55 S:אַחֲרָיו
54 S:יָדַע
54 S:יֹאמַר
54 S:זָכָר
54 S:וְכִי
54 S:וַיִּקְחוּ
54 S:בַּחֶרֶב
53 S:שִׁבְעָה
53 S:עֶבֶד
53 S:נָשִׁים
53 S:מֶה
53 S:וְהֵמָּה
53 S:בִּימֵי
53 S:בְּיָדוֹ
53 S:בַּחֹדֶשׁ
53 S:בְּדֶרֶךְ
53 S:אֲלֵיכֶם
52 S:תַּחְתָּֽיו
52 S:עִמָּךְ
52 S:נֶגֶד
52 S:מִמִּצְרַיִם
52 S:מֵי
52 S:לְעֵינֵי
52 S:לְדַבֵּר
52 S:יְהוֹנָתָן
52 S:וַיִּשְׁכַּב
52 S:וְהַלְוִיִּם
52 S:הַשֶּׁמֶשׁ
52 S:הָרִים
52 S:הַֽמַּחֲנֶה
52 S:הַהִוא
52 S:דִּבַּרְתִּי
52 S:בְּעֵינֶיךָ
52 S:אָוֶן
51 S:שֶׁקֶר
51 S:עֲשָׂרָה
51 S:מִנְחָה
51 S:לְפִי
51 S:לְּךָ
51 S:כִּסֵּא
51 S:כָּֽל
51 S:יֵצֵא
51 S:וְשֵׁשׁ
51 S:וְכִֽי
51 S:הֶעָרִים
51 S:בִּלְעָם
51 S:אַרְצָה
51 S:אַחַר
51 S:אוֹתָהּ
50 S:שְׁמִי
50 S:רְאֵה
50 S:מִזְמוֹר
50 S:לִקְרַאת
50 S:לְמַטֵּה
50 S:יָשׁוּב
50 S:יָצָא
50 S:יָמוּת
50 S:חָמֵשׁ
50 S:וַיָּבֵא
50 S:הַשַּׁעַר
50 S:בַּשָּׂדֶה
49 S:שִׁבְטֵי
49 S:פַרְעֹה
49 S:עַבְדִּי
49 S:מֵאֽוֹת
49 S:לְפָנַי
49 S:לָּךְ
49 S:לִהְיוֹת
49 S:הָעֹלָה
49 S:גּוֹי
49 S:בְּקֶרֶב
49 S:אֱמֹר
48 S:מִבֶּן
48 S:לַיְלָה
48 S:כְּתוּבִים
48 S:יְרוּשָׁלִָם
48 S:וּבָא
48 S:וְאֶחָיו
48 S:הָלַךְ
48 S:הָיִיתִי
48 S:הוֹי
48 S:בִנְיָמִן
48 S:בְּכוֹר
48 S:בַּגּוֹיִם
48 S:אִתִּי
48 S:אָֽרֶץ
48 S:אֱמֶת
48 S:אֲבִימֶלֶךְ
47 S:סֹלֶת
47 S:יַעֲלֶה
47 S:טָהוֹר
47 S:וַיֵּשְׁבוּ
47 S:וַיְצַו
47 S:וַיַּכּוּ
47 S:וְזֶה
47 S:הַנְּבִיאִים
47 S:הַדֶּרֶךְ
47 S:הָאֱמֹרִי
47 S:בְּנוֹת
47 S:בְּגָדָיו
47 S:אֵלִיָּהוּ
47 S:אֵלָי
47 S:אַבְנֵר
46 S:תִּֽהְיֶה
46 S:שְׁנֵיהֶם
46 S:שָׂם
46 S:נַחַל
46 S:לִרְאוֹת
46 S:יֵהוּא
46 S:יָדַעְתָּ
46 S:יָבֹאוּ
46 S:חָכָם
46 S:וַֽיְהִי
46 S:וּבָנָיו
46 S:בַּשָּׁנָה
46 S:בָנִים
46 S:בַּדֶּרֶךְ
46 S:אֹרֶךְ
46 S:אֱלֹֽהֵיכֶם
46 S:אֱלֹהָיו
46 S:אַבְרָם
45 S:תּוֹרַת
45 S:שָׁלֹשׁ
45 S:שְׁכֶם
45 S:צִדְקִיָּהוּ
45 S:עֵינֶיךָ
45 S:מִמֶּנָּה
45 S:לָעָם
45 S:כְּמוֹ
45 S:יִרְאֶה
45 S:יוֹמָם
45 S:וַיּוֹלֶד
45 S:הַיּֽוֹם
45 S:הַטּוֹב
45 S:הַבְּרִית
45 S:בִּירוּשָׁלִָֽם
45 S:בַּיָּמִים
45 S:אַלּוּף
45 S:אִיּוֹב
45 S:אָחִיךָ
44 S:שָׁנָֽה
44 S:שִׁמְךָ
44 S:שִׁיר
44 S:שְׁאֵרִית
44 S:רְחַבְעָם
44 S:רָאוּ
44 S:עִזִּים
44 S:מְעַט
44 S:מַלְאָכִים
44 S:יְהוֹיָדָע
44 S:חֹדֶשׁ
44 S:הַשְּׁלִישִׁי
44 S:הָרִאשׁוֹן
44 S:גָד
44 S:בִּירוּשָׁלִַם
44 S:בַּֽיהוָה
44 S:בָּֽהּ
44 S:אֲשֶֽׁר
44 S:אָסָא
44 S:אוּלַי
43 S:שֶׁמֶן
43 S:עָלָֽיו
43 S:עֽוֹד
43 S:נָתְנוּ
43 S:מִזְבֵּחַ
43 S:מוֹעֵֽד
43 S:מָאתַיִם
43 S:לָרֹב
43 S:לָּנוּ
43 S:לֵוִי
43 S:יְהֹוָה
43 S:יָדְךָ
43 S:יָד
43 S:טוֹבָה
43 S:וַיִּשְׂאוּ
43 S:וַיִּפֹּל
43 S:וְהָעָם
43 S:וְהֵם
43 S:וְאֶֽת
43 S:הִכָּה
43 S:הַיְּהוּדִים
43 S:הַבְּהֵמָה
43 S:בִּירוּשָׁלִָם
43 S:אֹתֽוֹ
43 S:אֱלִישָׁע
43 S:אֵיךְ
43 S:אֽוֹ
42 S:תָּמִיד
42 S:שְׁמַע
42 S:פָּנֶיךָ
42 S:עֹמֵד
42 S:עֵינָיו
42 S:נִשְׁבַּע
42 S:מִתַּחַת
42 S:לָאָרֶץ
42 S:כִּדְבַר
42 S:וּשְׁלֹשִׁים
42 S:וַיִּתְּנוּ
42 S:וַיֵּרֶד
42 S:וְיָצָא
42 S:וְאַחַר
42 S:וְאַהֲרֹן
42 S:הַתּוֹרָה
42 S:הֹלֵךְ
42 S:הַגְּבוּל
42 S:בָהֶם
42 S:אָמְרוּ
41 S:תִּירָא
41 S:שָׁמַעְתִּי
41 S:רָב
41 S:עָשָֽׂר
41 S:עֶשֶׂר
41 S:עֹלָה
41 S:עֵינַי
41 S:עֲדַת
41 S:מָקוֹם
41 S:מִדְיָן
41 S:לָקַח
41 S:יָמָּה
41 S:יָדָיו
41 S:וְכֵן
41 S:וַיִּשָּׂא
41 S:וְחָמֵשׁ
41 S:הַרְבֵּה
41 S:הַזֹּֽאת
41 S:הָאֵֽלֶּה
41 S:גִּלְעָד
41 S:בַּעַל
41 S:בָּעִיר
41 S:בְּאֹהֶל
41 S:אִתְּכֶם
41 S:אָֽלֶף
41 S:אֱלֹהֵיכֶֽם
40 S:תַּחְתָּיו
40 S:רֽוּחַ
40 S:קוּם
40 S:עִמִּי
40 S:מְקוֹם
40 S:מֵעִם
40 S:מִנִּי
40 S:מִמְּךָ
40 S:לְיִשְׂרָאֵל
40 S:לִבְנוֹת
40 S:יָמִֽים
40 S:יְדֵי
40 S:יֹאשִׁיָּהוּ
40 S:וְנָתַתָּה
40 S:וּמַה
40 S:וְיָדְעוּ
40 S:הָהֵם
40 S:בִּנְיָמִן
40 S:בָם
40 S:בִי
39 S:שָׁמְעוּ
39 S:נֹחַ
39 S:מָתַי
39 S:מִשְׁמֶרֶת
39 S:מַשָּׂא
39 S:לְמַלְכֵי
39 S:לִבָּם
39 S:יוֹאָשׁ
39 S:יֹאכַל
39 S:חֲמֵשׁ
39 S:וְשָׁם
39 S:וַיָּשֻׁבוּ
39 S:וַיִּרְאוּ
39 S:וַיֵּצְאוּ
39 S:וַיִּֽהְיוּ
39 S:הַֽכְּנַעֲנִי
39 S:הֶחָצֵר
39 S:הָאֱלֹהִֽים
39 S:הָֽאָדָם
39 S:בְּעַד
39 S:בְךָ
39 S:אִֽם
39 S:אֱלֹהֵיהֶם
39 S:אַחֵר
39 S:אוֹר
38 S:תָּבוֹא
38 S:שֶׁמֶשׁ
38 S:צַדִּיקִים
38 S:צְבָאֽוֹת
38 S:עָנִי
38 S:עֲלֵי
38 S:מִשְׁפַּט
38 S:מִלִּפְנֵי
38 S:מָחָר
38 S:מִגְרָשֶׁהָ
38 S:לָֽחֶם
38 S:יְהִי
38 S:טָמֵא
38 S:וַיַּעֲלוּ
38 S:וְהָאָרֶץ
38 S:וְדָוִד
38 S:וְאַרְבַּע
38 S:הַנֶּפֶשׁ
38 S:הַמִּנְחָה
38 S:הַלַּיְלָה
38 S:הוֹלֵךְ
38 S:הָֽאִשָּׁה
38 S:גְדוֹלָה
38 S:בַּמָּקוֹם
38 S:בַּיהוָה
38 S:בָּאִים
38 S:אַתְּ
38 S:אֵצֶל
38 S:אֶסְתֵּר
38 S:אֵלֵינוּ
38 S:אֱלוֹהַּ
38 S:אֲבֹתָם
38 S:אֲבָנִים
37 S:שְׁתַּיִם
37 S:שְׂפַת
37 S:שְׁנַת
37 S:שֹׁמֵר
37 S:שָׁב
37 S:צְבָא
37 S:עִמָּֽךְ
37 S:עֲוֺן
37 S:מְלֶאכֶת
37 S:לִשְׁמֹעַ
37 S:יֹאמְרוּ
37 S:טֽוֹב
37 S:חַסְדּֽוֹ
37 S:וְרוּחַ
37 S:וַיהוָה
37 S:וַחֲמִשִּׁים
37 S:וְֽאֶת
37 S:וְאַחֲרֵי
37 S:הַשָּׁמָיִם
37 S:הַנָּשִׁים
37 S:הָמָן
37 S:הַבָּקָר
37 S:בְּרִיתִי
37 S:בְּעָרֵי
37 S:בְּךָ
37 S:אַפּוֹ
37 S:אַיֵּה
37 S:אָדָֽם
36 S:שַׁדַּי
36 S:רֶכֶב
36 S:קִרְיַת
36 S:קָרָא
36 S:פְּעָמִים
36 S:עֲשֶׂרֶת
36 S:עֹלוֹת
36 S:עֲלֵה
36 S:עַבְדּוֹ
36 S:מָוֶת
36 S:מָֽה
36 S:לִפְנֵיהֶם
36 S:כְּבוֹד
36 S:יְחִזְקִיָּהוּ
36 S:חֹשֶׁךְ
36 S:וְאַרְבָּעִים
36 S:הַשַּׁבָּת
36 S:הַקָּהָל
36 S:הַמְּלָאכָה
36 S:הַטּוֹבָה
36 S:הַבָּאִים
36 S:הָאֵשׁ
36 S:גוֹיִם
36 S:בְּשָׂרוֹ
36 S:בְּעִיר
36 S:בְּטֶרֶם
36 S:בְּאָזְנֵי
36 S:אֶעֱשֶׂה
36 S:אֱנוֹשׁ
35 S:תִּתֵּן
35 S:שָׁוְא
35 S:קָרְבָּנוֹ
35 S:פָּנִים
35 S:עִמָּכֶם
35 S:נַפְתָּלִי
35 S:נִיחֹחַ
35 S:מְלָכִים
35 S:מָֽיִם
35 S:מָיִם
35 S:יוּכַל
35 S:יְדַבֵּר
35 S:חַטָּאת
35 S:וָמַעְלָה
35 S:וְהִיא
35 S:וּבַיּוֹם
35 S:בְּרֹאשׁ
35 S:בַּעֲבוּר
35 S:בָנָיו
35 S:בָּנָה
35 S:אִתָּם
35 S:אִתָּךְ
35 S:אָחָז
35 S:אוֹתוֹ
35 S:אָבִֽיו
34 S:שְׁמָמָה
34 S:רַבָּה
34 S:פַּר
34 S:פָּנַי
34 S:עֹשִׂים
34 S:עֹשֵׂה
34 S:עִמָּנוּ
34 S:עִמְּךָ
34 S:נַעַר
34 S:מִשְׁפְּחֹת
34 S:מָצָאתִי
34 S:מִסְפַּר
34 S:מְלָאכָה
34 S:מָלֵא
34 S:מַחֲנֵה
34 S:מֵבִיא
34 S:לִשְׁמֹר
34 S:לְעוֹלָֽם
34 S:כְּנַעַן
34 S:כְּבָשִׂים
34 S:יֶתֶר
34 S:חֵיל
34 S:זֶּה
34 S:וְרֹחַב
34 S:וְלָקַחְתָּ
34 S:וְלִפְנֵי
34 S:וּלְכָל
34 S:וְהַמֶּלֶךְ
34 S:וְאַרְבָּעָה
34 S:הַיָּשָׁר
34 S:הֶבֶל
34 S:בַת
34 S:בָּאָֽרֶץ
34 S:אֵֽל
33 S:שִׁמְשׁוֹן
33 S:שֹׁמְרוֹן
33 S:שְׁאוֹל
33 S:פְּאַת
33 S:עִמּֽוֹ
33 S:עֹבֵר
33 S:סוּסִים
33 S:לִשְׁלֹמֹה
33 S:לֶאֱכֹל
33 S:כְּלִי
33 S:כְּכָל
33 S:יִשְׁמָעֵאל
33 S:יִשָּׂא
33 S:יַיִן
33 S:חֲצִי
33 S:חַיַּת
33 S:זָקֵן
33 S:וַתֵּלֶךְ
33 S:וּשְׁנֵי
33 S:וְעִם
33 S:וְלָקַח
33 S:וַיֹּֽאמְרוּ
33 S:הָרֹאשׁ
33 S:הַמְּלָכִים
33 S:הָלוֹךְ
33 S:הַיָּמִֽים
33 S:הָאֹהֶל
33 S:גִּבּוֹר
33 S:בְּנֽוֹ
33 S:בֶּֽן
33 S:בָּלָק
33 S:בְּהֵמָה
33 S:בָֽהּ
33 S:אֵלָֽי
33 S:אֵינֶנּוּ
33 S:אוֹתִי
33 S:אֲבוֹתָם
32 S:תָּמִים
32 S:שִׂים
32 S:שׁוֹר
32 S:צָפוֹנָה
32 S:עָפָר
32 S:עָלֶֽיהָ
32 S:נָתָן
32 S:נַחֲלַת
32 S:מָרְדֳּכַי
32 S:מִקְצֵה
32 S:מִכֶּם
32 S:לַֽיהוָֽה
32 S:לְהִלָּחֵם
32 S:לָדַעַת
32 S:לָאִישׁ
32 S:כֵּלָיו
32 S:חֲכָמִים
32 S:וַתִּקְרָא
32 S:וְרָאָה
32 S:וּמֵאָה
32 S:וְֽלֹא
32 S:וְכִפֶּר
32 S:הַבַּעַל
32 S:דָּם
32 S:דָוִיד
32 S:בְּעֵבֶר
32 S:בָּכֶם
32 S:בָּהָר
32 S:אֱלֹהֵֽינוּ
32 S:אֲחִי
31 S:תְּכֵלֶת
31 S:תֹּאמַר
31 S:שִׁמְעוֹן
31 S:רָאָה
31 S:צָפוֹן
31 S:צָדוֹק
31 S:עִמָּדִי
31 S:עָם
31 S:עֵין
31 S:נֹשֵׂא
31 S:נַפְשְׁךָ
31 S:נַחֲלָה
31 S:מִמֶּֽנּוּ
31 S:לָשֶׁבֶת
31 S:לְדָוִֽד
31 S:לֵאלֹהִים
31 S:יָקוּם
31 S:יְדֵיהֶם
31 S:וְשָׂרֵי
31 S:וְשָׁב
31 S:וַיַּעֲשׂוּ
31 S:וַיַּגֵּד
31 S:וּבָאוּ
31 S:וַאֲנַחְנוּ
31 S:הַשָּׂרִים
31 S:הַשְּׁלָמִים
31 S:הַצָּבָא
31 S:הַפְּלִשְׁתִּי
31 S:הָעַמִּים
31 S:הַנֶּגַע
31 S:הָלְכוּ
31 S:הַכֵּלִים
31 S:הַחֵלֶב
31 S:דּוֹר
31 S:דָּבָֽר
31 S:בְּעֵינָיו
31 S:בְּנֵיהֶם
31 S:בִּן
31 S:בֵֽית
31 S:בֵּינִי
31 S:בִּגְדֵי
31 S:בַבֹּקֶר
31 S:אֶתְכֶֽם
